dataset,algorithm,r2_test,mse_test,symbolic_solution
feynman_III_13_18,SeTGAP,0.9999999999999978,0.002447173970642,True
feynman_III_13_18,SeTGAP,0.9999999999999946,0.0014927252590763,True
feynman_III_13_18,SeTGAP,0.9999999999999944,0.0003272826299979,True
feynman_III_13_18,SeTGAP,0.9999999999999926,0.0003789012863249,True
feynman_III_13_18,SeTGAP,0.9999999999999948,9.637752878558758e-05,True
feynman_III_13_18,SeTGAP,0.999999999999991,0.001047198137457,True
feynman_III_13_18,SeTGAP,0.999999999999996,0.0013252940792554,True
feynman_III_13_18,SeTGAP,0.9999999999999976,7.182776793234163e-05,True
feynman_III_13_18,SeTGAP,0.9999999999999992,0.0018662324355443,True
feynman_III_13_18,SeTGAP,1.0,0.0019963603298481,True
feynman_III_13_18,gplearn,0.9998209017562047,58.11016525273149,False
feynman_III_13_18,gplearn,0.9982049490287755,548.5263750377485,False
feynman_III_13_18,gplearn,0.9994381648751368,171.829143903801,False
feynman_III_13_18,gplearn,0.9953787487704132,1394.9852112272583,False
feynman_III_13_18,gplearn,0.9997489122902968,79.17762258115462,False
feynman_III_13_18,gplearn,0.9981555525681156,561.3647254349257,False
feynman_III_13_18,gplearn,0.9994863542392252,162.54143765892894,False
feynman_III_15_12,AFP,0.9999999984186474,4.14137037039965e-08,True
feynman_III_15_12,AFP,0.997164310368526,0.075950210732421,False
feynman_III_15_12,AFP,0.7624484576838282,6.203484232897496,False
feynman_III_15_12,AFP,0.5231046862101986,12.442560303872057,False
feynman_III_15_12,AFP,0.9784728669287036,0.5631963699131955,False
feynman_III_15_12,AFP,0.6729642244291206,8.573320906762552,False
feynman_III_15_12,AFP,0.9938961389011496,0.1597406540877606,False
feynman_III_15_12,AFP,0.996831242097075,0.0829503372082937,False
feynman_III_15_12,AFP_FE,0.999999984457344,4.055196776001689e-07,True
feynman_III_15_12,AFP_FE,0.9987788130453948,0.0327078836542975,False
feynman_III_15_12,AFP_FE,1.0,6.218165061611596e-29,True
feynman_III_15_12,AFP_FE,0.9999999678323684,8.400340989741976e-07,False
feynman_III_15_12,AFP_FE,0.999999991071903,2.346177547147888e-07,True
feynman_III_15_12,AFP_FE,1.0,6.191059018624085e-29,True
feynman_III_15_12,AFP_FE,1.0,6.17866478492858e-29,True
feynman_III_15_12,AFP_FE,0.9999999738982908,6.823162733067805e-07,True
feynman_III_15_12,AFP_FE,0.9963972486010156,0.0942855441284132,False
